,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score,,
30,0.531544431,0.098934273,0.003936386,0.001285551,0.0001,"(40,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (40,), 'NN__learning_rate_init': 0.01}",0.653179191,0.751229133,0.716648893,0.727591246,0.635521752,0.711272604,0.699703631,0.707187993,0.66505405,0.670718415,0.705379634,0.657508056,0.693825894,0.728487114,0.722710674,0.696401219,0.031911987,31,0.738618337,0.768248437,0.784212676,0.768221153,0.800174847,0.772121936,0.777925736,0.762195656,0.782678311,0.73604927,0.781213201,0.733132687,0.775523253,0.763478769,0.778449584,0.76814959,0.018480953,,0.071748371
38,0.515851927,0.112907533,0.003615332,6.47E-05,0.0001,"(50,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'NN__learning_rate_init': 0.01}",0.661225061,0.760809695,0.710866774,0.728214244,0.651087669,0.711272604,0.655799317,0.708636235,0.647752707,0.703126898,0.734264396,0.665076221,0.70494618,0.676300578,0.710576953,0.695330369,0.032830282,32,0.763713694,0.763270144,0.76177931,0.777927747,0.791399037,0.788366687,0.762744671,0.756599475,0.775568664,0.777006886,0.76977119,0.778464625,0.76177931,0.763969378,0.746132256,0.769232872,0.011716951,,0.073902503
119,3.3012441,0.788916856,0.003684282,0.000396301,0.0001,"(30, 30, 30)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (30, 30, 30), 'NN__learning_rate_init': 0.001}",0.676495787,0.722803352,0.70892441,0.674636539,0.670520231,0.669117953,0.699603231,0.693949073,0.652692343,0.649199922,0.740093426,0.688174412,0.711214491,0.733392714,0.738996834,0.695320981,0.029044911,33,0.850861806,0.883987831,0.86096328,0.856649896,0.85368007,0.829135146,0.841950649,0.847812289,0.839193125,0.814380529,0.875471378,0.840606588,0.875456741,0.817142688,0.833082947,0.848024998,0.01986065,,0.152704016
5,0.186116997,0.032554107,0.003595018,8.66E-05,0.0001,"(10,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10,), 'NN__learning_rate_init': 0.1}",0.645275515,0.757306553,0.70892441,0.734317332,0.639457258,0.705498165,0.705439216,0.714138416,0.641834621,0.712639446,0.659301799,0.6715116,0.709239724,0.698814819,0.722432103,0.695075398,0.034349545,34,0.71571122,0.728968175,0.778436765,0.736902511,0.772667006,0.74515914,0.75668574,0.757460822,0.755132847,0.762318841,0.661126074,0.725181328,0.738289827,0.728722791,0.74285332,0.740374427,0.027300343,,0.045299029
83,3.278529676,0.979392417,0.004153522,0.00131707,0.0001,"(45, 45)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45, 45), 'NN__learning_rate_init': 0.001}",0.641905969,0.757468987,0.722710674,0.673995339,0.669859355,0.67656023,0.70494618,0.699723508,0.630181414,0.694594869,0.751445087,0.64195433,0.681443237,0.733730797,0.728087657,0.693907176,0.038284885,35,0.815716587,0.79434125,0.789539368,0.824680777,0.836073971,0.811337694,0.840606498,0.834877229,0.83926749,0.769499875,0.827578615,0.836378267,0.811679686,0.807060515,0.788228,0.815124388,0.021201529,,0.121217213
18,0.574838575,0.139245085,0.003633229,7.69E-05,0.0001,"(25,)",0.01,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (25,), 'NN__learning_rate_init': 0.01}",0.668200651,0.722636061,0.681223798,0.710730157,0.641115421,0.7228217,0.687423109,0.721373355,0.664851907,0.697933739,0.774702073,0.65350419,0.682080925,0.699000031,0.674636539,0.693482244,0.032562343,36,0.764249248,0.768221153,0.755281134,0.774015624,0.794237479,0.763889693,0.776725335,0.762318841,0.790048174,0.76096249,0.775298621,0.772674725,0.758030493,0.76374678,0.759924386,0.769308278,0.010934884,,0.075826035
95,3.022377427,0.701971231,0.003917742,0.000355673,0.0001,"(60, 60)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (60, 60), 'NN__learning_rate_init': 0.001}",0.682187505,0.734192891,0.681223798,0.687230773,0.663842987,0.676603911,0.68811165,0.705301141,0.658663228,0.72512568,0.740093426,0.659301799,0.686545024,0.688174412,0.716648893,0.692883141,0.025124166,37,0.792834386,0.814551981,0.811765274,0.805356266,0.833129193,0.804448519,0.813160125,0.857915879,0.82611618,0.80308086,0.834907575,0.830225912,0.804159169,0.801606554,0.798695302,0.815463545,0.016996946,,0.122580403
79,3.683894078,1.059263978,0.003747193,4.58E-05,0.0001,"(40, 40)",0.001,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (40, 40), 'NN__learning_rate_init': 0.001}",0.653388343,0.728596348,0.721117033,0.693208865,0.659233603,0.682399982,0.693375442,0.679134957,0.606778813,0.691426999,0.722765911,0.668843321,0.728578001,0.734192891,0.722803352,0.692389591,0.034470399,38,0.843567901,0.80882451,0.833398282,0.815716587,0.804503028,0.824776591,0.834907575,0.818336702,0.858095181,0.788174644,0.845066049,0.830476453,0.829143688,0.858088003,0.797217383,0.826019505,0.020129856,,0.133629914
33,0.208564679,0.054455496,0.003968541,0.001261804,0.0001,"(45,)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (45,), 'NN__learning_rate_init': 0.1}",0.699159364,0.734192891,0.662860297,0.703405313,0.680747964,0.717047257,0.675646728,0.702470596,0.659164675,0.700910444,0.699012649,0.651030834,0.722300951,0.688049509,0.685978902,0.692131891,0.022798666,39,0.742111596,0.73735986,0.717425893,0.737492156,0.751920099,0.739345312,0.758518134,0.748081207,0.7291546,0.749094712,0.754403732,0.693716622,0.740110631,0.716032802,0.737944664,0.736847468,0.016447076,,0.044715576
53,0.268033648,0.054451966,0.003708299,0.000298425,0.0001,"(10, 10)",0.1,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (10, 10), 'NN__learning_rate_init': 0.1}",0.693641618,0.727167435,0.710398864,0.734264396,0.623951014,0.687230773,0.67082864,0.672050552,0.687965568,0.739884393,0.654945003,0.709239724,0.692596272,0.672434389,0.703405313,0.692000264,0.029840219,40,0.749252718,0.717460977,0.761089301,0.749488745,0.756746985,0.713648736,0.753735271,0.749216359,0.76382617,0.742848875,0.734542545,0.744713206,0.74050334,0.713371616,0.745157643,0.742373499,0.01561215,,0.050373235
